pl_name,pl_radj,pl_bmassj,pl_orbper,st_teff
ups And c,1.100,13.98000,241.25800000,6156.77
OGLE-2018-BLG-0567L b,1.100,0.32000,,
COCONUTS-2 b,1.110,6.30000,402000000.00000000,3406.00
Kepler-521 b,0.284,0.03220,22.20813214,6406.00
Kepler-942 b,0.190,0.01630,44.96417488,4861.00
HD 18599 b,0.232,0.07583,4.13743540,5145.00
HATS-2 b,1.168,1.34500,1.35413300,5227.00
KELT-6 c,1.160,3.71000,1276.00000000,6272.00
HD 96127 b,1.080,20.96000,647.29999000,3943.00
HD 34445 e,0.380,0.05290,49.17500000,5836.00
Kepler-343 b,0.215,0.02010,8.96855000,5807.00
HD 240237 b,1.090,15.89000,745.70001000,3926.00
HIP 65891 b,1.140,5.88800,1079.55726000,5000.00
TOI-4127 b,1.096,2.30000,56.39879000,6096.00
Kepler-1516 b,0.156,0.01170,7.25931979,5904.00
Kepler-730 b,1.100,,6.49168281,5620.00
Kepler-692 b,0.277,0.03100,21.81293494,5440.00
Kepler-1444 b,0.194,0.01700,33.42035034,5810.00
Kepler-657 b,0.314,0.03830,24.54350418,5808.00
Kepler-792 b,0.175,0.01420,11.30119217,5971.00
Kepler-1060 b,0.212,0.01970,46.87793670,5797.00
Kepler-122 f,0.156,0.11300,56.26800000,6102.00
K2-107 b,1.426,0.84000,3.31395900,6061.00
HD 5319 c,1.230,1.05300,872.20000000,4871.00
Kepler-174 c,0.133,0.00889,44.00052900,4880.00
EPIC 212737443 b,0.231,0.02270,13.60300000,4684.00
HD 11505 b,1.120,7.89900,32669.22247000,5757.15
HD 103891 b,1.180,2.89000,1919.00000000,6072.00
HD 13931 b,1.180,2.80000,4218.00000000,5867.00
HD 62549 b,1.120,8.51900,14306.88519000,5930.46
HD 214823 b,1.080,18.61000,1854.84424000,6215.00
HD 68402 b,1.120,7.90000,1103.00000000,5950.00
HD 69123 b,1.170,3.09000,1193.30000000,4842.00
CoRoT-17 b,1.020,2.43000,3.76810000,5740.00
GJ 876 c,1.250,0.71420,30.08810000,3293.74
Kepler-33 b,0.155,0.01160,5.66793000,5904.00
GJ 9689 b,0.274,0.03036,18.27000000,3836.00
EPIC 212624936 b,0.107,0.00588,0.57865700,5765.00
Kepler-417 b,0.206,0.03500,12.33100000,5177.00
Kepler-1309 b,0.211,0.01950,28.84326470,5235.00
Kepler-342 c,0.175,0.01420,26.23413800,6175.00
Kepler-1505 b,0.083,0.00236,30.86093660,5686.00
HIP 14810 b,1.160,3.90000,6.67389200,5544.00
Kepler-122 d,0.196,0.01720,21.58747500,6050.00
Kepler-1270 b,0.296,0.03460,6.03356196,5047.00
HR 5183 b,1.170,3.31000,27000.00000000,5794.00
HIP 35965 b,1.120,8.14900,26125.56497000,4836.00
HD 126614 b,1.140,0.33900,1257.25303000,5568.00
HD 194490 b,1.110,11.20700,13092.18348000,5861.32
HD 154345 b,1.220,1.19000,3341.55884000,5468.00
HD 7449 b,1.120,8.17400,1270.55195000,6024.00
HD 80869 b,1.150,5.06500,1752.92067000,5837.00
HD 73267 b,1.160,4.15800,1257.99159000,5387.00
HIP 55507 b,1.120,8.13500,5138.43727000,4171.00
K2-15 b,0.221,0.02110,11.81040000,5131.00
K2-162 b,0.128,0.00839,9.45889000,4842.00
K2-126 b,0.176,0.01430,7.38565500,4339.00
Kepler-590 b,0.359,0.04790,5.85296257,6000.00
Kepler-678 b,0.459,0.07280,7.27503724,5520.00
Kepler-82 d,0.158,0.01190,2.38296100,5428.00
HD 219077 b,1.110,9.62000,5478.68861000,5362.00
HD 26161 b,1.060,28.46000,10942.29013000,6057.62
Kepler-1978 b,0.268,0.02390,10.84969477,5251.00
Kepler-953 b,0.376,0.05190,88.40655258,5416.00
Kepler-84 b,0.199,0.12600,8.72600000,6039.00
Kepler-1368 b,0.147,0.01060,0.67564949,5906.00
Kepler-397 b,0.219,0.02080,22.25094900,5307.00
Kepler-357 c,0.238,0.02390,16.85837000,5036.00
Kepler-529 d,0.249,0.02590,35.86619949,6078.00
OGLE-2015-BLG-1670L b,0.394,0.05630,,
Kepler-729 b,0.319,0.03940,3.16635371,5633.00
Kepler-199 c,0.290,0.03340,67.09340800,5644.00
Kepler-1542 c,0.058,0.00065,2.89223021,5564.00
Kepler-1564 b,0.131,0.00869,18.05403810,5528.00
Kepler-1607 b,0.082,0.00227,13.64736760,6116.00
Kepler-215 e,0.156,0.01170,68.16101000,5739.00
HD 233604 b,1.130,6.57500,192.00000000,4791.00
HD 40307 c,0.219,0.02080,9.61840000,4956.00
HD 13189 b,1.110,10.95000,471.60001000,4175.00
Kepler-268 b,0.227,0.02210,25.93413800,6081.00
Kepler-931 b,0.119,0.00733,8.03755877,5241.00
Kepler-84 d,0.123,0.00780,4.22453700,6031.00
Kepler-926 b,0.206,0.01870,52.06886010,5806.00
MOA-2010-BLG-117L b,1.270,0.54000,,
WASP-185 b,1.250,0.98000,9.38755000,5900.00
YZ Cet d,0.092,0.00343,4.65626000,3151.00
Kepler-215 c,0.158,0.01190,14.66710800,5739.00
Kepler-1476 b,0.149,0.01080,10.35863224,5663.00
Kepler-254 d,0.223,0.02140,18.74647700,5957.00
Kepler-292 d,0.199,0.01760,7.05567900,5299.00
Kepler-279 d,0.277,0.11800,54.41400000,6689.45
HD 192263 b,1.260,0.56000,24.35560000,4976.00
HD 23079 b,1.180,2.61000,730.59998000,5974.00
HD 96167 b,1.250,0.71700,498.04000000,5733.00
WASP-53 c,,16.35000,2840.00000000,4953.00
WASP-91 b,1.030,1.34000,2.79858100,4920.00
HD 85390 b,0.550,0.09900,799.52000000,5186.00
Kepler-362 c,0.129,0.00849,37.86628100,5788.00
Kepler-902 b,0.227,0.02200,40.10995470,5647.00
Kepler-938 b,0.198,0.01750,52.62984170,5533.00
Kepler-996 b,0.177,0.01440,3.77059058,6014.00
PSR B1257+12 b,0.030,0.00006,25.26200000,
MOA-2016-BLG-227L b,1.180,2.80000,,
HD 39194 b,0.163,0.01259,5.63680000,5205.00
Kepler-358 b,0.243,0.02470,34.06046700,5908.00
Kepler-351 d,0.243,0.02470,142.54424700,5225.00
Kepler-375 c,0.236,0.02360,19.98632600,5826.00
Kepler-42 c,0.065,0.00099,0.45328509,3068.00
HD 95089 c,1.170,3.45000,1785.00000000,4918.00
HD 35759 b,1.160,3.76000,82.46700000,6060.00
bet UMi b,1.140,6.10000,522.30000000,4126.00
HD 142245 b,1.170,3.07000,1299.00000000,4922.00
HD 14067 b,1.090,15.73700,2721.23479000,4815.00
TOI-1416 b,0.145,0.01095,1.06975680,4884.00
HD 457 b,1.070,26.57200,20324.58153000,6114.04
HATS-11 b,1.609,0.83000,3.61918800,6563.00
HD 158038 b,1.210,1.53000,521.00000000,4860.00
Kepler-624 b,0.206,0.01870,14.58649607,6117.00
Kepler-331 d,0.146,0.01050,32.13432800,4347.00
Kepler-276 b,0.256,0.02710,14.12841000,6105.00
Kepler-446 c,0.100,0.00444,3.03617900,3359.00
Kepler-681 b,0.275,0.03050,26.39435646,5021.00
Kepler-536 b,0.277,0.03080,1.82708230,5524.00
Kepler-510 b,0.220,0.02100,19.55659418,5746.00
Kepler-935 b,0.120,0.00752,4.88083852,4830.00
Kepler-309 b,0.139,0.00961,5.92365300,4713.00
GJ 251 b,0.163,0.01259,14.23800000,3451.00
Kepler-341 b,0.105,0.00553,5.19552800,6012.00
HD 113996 b,1.140,6.30000,610.20000000,4181.00
GJ 433 c,0.560,0.10201,5094.10500000,3472.00
CoRoT-31 b,1.460,0.84000,4.62941000,5700.00
HD 40307 g,0.229,0.02230,197.80000000,4956.00
Kepler-179 b,0.146,0.01050,2.73592600,5302.00
HD 70573 b,1.140,6.10000,851.80000000,5737.00
HD 154857 c,1.180,2.58000,3452.00000000,5605.00
K2-255 b,0.259,0.02750,1.96417000,4676.00
Kepler-245 e,0.156,0.01170,3.21982106,5174.00
Kepler-695 b,0.822,0.19600,3.04033042,5181.00
Kepler-583 b,0.203,0.01830,6.51002530,5523.00
HD 111232 c,1.080,18.06300,26472.44623000,5494.00
HD 11112 b,1.120,8.17600,17244.90764000,5905.64
HD 149806 b,1.100,12.59700,16521.52778000,5352.05
HD 98649 b,1.120,8.38600,5697.30430000,5759.00
HD 81040 b,1.130,6.76800,1005.98854000,5755.00
HD 224538 b,1.130,6.53100,1202.05199000,6097.00
HD 55696 b,1.160,4.27000,1827.00000000,6012.00
HD 72659 b,1.170,2.98800,3549.39854000,5932.00
HD 50554 b,1.140,5.85000,1293.00000000,5987.00
HD 27631 b,1.210,1.56000,2198.14000000,5737.00
HD 97037 b,1.080,21.10500,6449.08337000,5874.10
HD 89307 b,1.190,2.02000,2166.00000000,5955.00
K2-396 b,0.141,0.00981,0.67386200,5236.00
Kepler-1001 c,0.141,0.00980,9.18186000,5376.00
Kepler-1067 b,0.071,0.00137,0.76212926,5592.00
Kepler-129 d,1.120,8.30000,2646.00000000,5770.00
Kepler-354 b,0.164,0.01270,5.47666000,4648.00
Kepler-132 e,0.105,0.00553,110.28693740,6023.00
Kepler-937 c,0.238,0.02390,153.34336400,6095.00
Kepler-1007 b,0.128,0.00839,5.18500207,4587.00
K2-228 b,0.108,0.00606,2.69828000,4715.00
K2-39 b,0.560,0.09000,4.60543000,4881.00
HD 213472 b,1.170,3.50000,17000.00000000,5729.54
HD 86065 b,1.120,9.05300,25775.78859000,4927.56
HD 86264 b,1.110,9.80800,1488.79123000,6210.00
HD 8673 b,1.100,13.24800,1644.69097000,6389.05
HD 45652 b,1.280,0.43300,44.07300000,5294.00
Kepler-327 b,0.099,0.00444,2.54957500,3799.00
CoRoT-23 b,1.050,2.80000,3.63130000,5900.00
Kepler-787 b,0.114,0.00687,0.92831050,4248.00
51 Eri b,1.190,2.00000,11688.00000000,7295.00
Kepler-753 b,0.170,0.01360,5.74772501,4346.00
Kepler-730 c,0.140,0.00971,2.85188338,5620.00
Kepler-839 b,0.229,0.02240,37.81445140,6058.00
HD 96992 b,1.220,1.14000,514.00000000,4725.00
HIP 107772 b,0.325,0.04059,55.19900000,4006.00
K2-376 b,0.155,0.01150,5.77647500,5937.00
Kepler-610 b,0.374,0.05140,6.99692655,5943.00
Kepler-168 c,0.240,0.02420,13.19324200,6282.00
Kepler-703 b,0.732,0.16100,4.58352176,6185.00
Kepler-1450 b,0.153,0.01120,54.50941660,4524.00
K2-192 b,0.136,0.00920,4.16281700,5222.00
HD 9446 c,1.200,1.82000,192.90000000,5793.00
Kepler-1258 b,0.077,0.00178,0.98494017,5839.00
Kepler-1409 b,0.093,0.00352,0.76486493,5160.00
Kepler-1287 b,0.137,0.00940,11.47685909,5715.00
Kepler-1133 b,0.176,0.01430,11.55562343,5569.00
HD 164595 b,0.371,0.05078,40.00000000,5790.00
HD 220074 b,1.090,16.64000,672.09998000,3787.00
K2-190 b,0.121,0.00758,10.09885800,5631.00
Kepler-1600 b,0.279,0.03130,386.37054800,5214.00
Kepler-1702 b,0.143,0.01010,18.50120000,5093.00
HD 92788 c,1.160,3.67000,11611.29750000,5744.00
bet Pic c,1.110,10.13900,1192.77951000,7890.00
Kepler-1357 b,0.114,0.00687,3.00913240,5597.00
Kepler-1464 b,0.148,0.01070,31.77859010,5828.00
Kepler-1710 b,0.285,0.03250,14.91110039,5650.00
Kepler-1740 b,0.296,0.03470,8.17240047,5705.00
Kepler-1743 b,0.143,0.01000,7.64971018,5855.00
Kepler-150 f,0.325,0.04050,637.20930000,5528.00
Kepler-1523 b,0.141,0.00982,0.93875077,5708.00
Kepler-263 b,0.238,0.02390,16.56808700,5265.00
Pr0211 b,1.200,1.88000,2.14610000,5300.00
K2-57 b,0.187,0.01590,9.00630000,4434.00
KOI-142 c,1.250,0.67400,22.26492000,5466.00
K2-86 b,0.175,0.01420,8.77683000,5482.00
KMT-2021-BLG-0119L b,1.140,5.52000,,
KMT-2021-BLG-0192L b,0.585,0.11000,,
KMT-2021-BLG-2294L b,0.448,0.07000,,
Kepler-512 b,0.240,0.02420,34.43587975,5997.00
Kepler-59 b,0.098,0.00430,11.86817070,6074.00
TOI-181 b,0.634,0.14520,4.53200000,4994.00
Kepler-658 b,0.145,0.01040,1.28707676,4103.00
HD 187085 b,1.240,0.83600,1019.74000000,6117.00
Gl 686 b,0.220,0.02084,15.53000000,3656.00
EPIC 211822797 b,0.171,0.01370,21.17019630,4057.00
Gl 49 b,0.200,0.01771,13.85080000,3805.00
Kepler-881 b,0.159,0.01200,4.44448017,5961.00
Kepler-890 b,0.793,0.18400,52.75875577,5954.00
Kepler-1746 b,0.797,0.18600,321.21200560,6018.00
Kepler-981 b,0.206,0.01870,4.46975774,5718.00
OGLE-2007-BLG-368L b,0.421,0.06000,,
K2-256 b,0.235,0.02330,5.52011000,5219.00
K2-147 b,0.065,0.00099,0.96191800,3775.00
K2-293 b,0.219,0.02070,13.12250000,5532.00
K2-42 b,0.192,0.01660,6.68796000,4613.00
KMT-2017-BLG-1038L b,1.190,2.00000,,
KOI-55 b,0.068,0.00140,0.24010400,27730.00
Kepler-347 d,0.235,0.02980,85.51734400,5592.00
Kepler-663 b,0.232,0.02290,4.99678284,5264.00
OGLE-2006-BLG-109L b,1.250,0.72700,1788.50000000,
OGLE-2012-BLG-0838L b,0.748,0.16700,,
KMT-2016-BLG-1820L b,1.150,4.57000,,
HD 106515 A b,1.120,9.51800,3586.86089000,5362.00
Kepler-1010 b,0.207,0.01890,34.26857050,5253.00
Kepler-571 b,0.236,0.02350,4.79859939,5527.00
Kepler-859 b,0.276,0.03070,20.38177573,5020.00
HD 137388 b,0.832,0.20000,330.00000000,5181.00
HATS-50 b,1.130,0.39000,3.82970150,5990.00
HD 30177 b,1.120,8.40300,2514.53422000,5580.00
Kepler-1077 b,0.247,0.02550,34.35118740,5816.00
Kepler-1173 b,0.079,0.00201,0.76985360,5252.00
Kepler-1563 b,0.067,0.00109,3.43276598,5765.00
Kepler-118 b,0.175,0.01420,7.51849600,5274.00
Kepler-1567 b,0.244,0.02490,153.97957800,5655.00
Kepler-151 c,0.186,0.01580,24.67461200,5460.00
PDS 70 b,2.720,3.00000,43500.00000000,3972.00
OGLE-2017-BLG-1049L b,1.140,5.53000,,
NGTS-8 b,1.090,0.93000,2.49970000,5241.00
TYC 3318-01333-1 b,1.170,3.42000,562.00000000,4776.00
Kepler-1095 b,0.108,0.00606,4.27103091,5658.00
K2-170 b,0.127,0.00817,7.57654400,5748.00
HD 76700 b,0.856,0.21000,3.97097000,5644.00
Kepler-1219 b,0.189,0.01620,16.10467749,5944.00
KMT-2016-BLG-0212L b,1.080,18.00000,,
Kepler-1264 b,0.105,0.00553,0.96852602,5791.00
Kepler-115 b,0.097,0.00416,2.40367900,5979.00
Kepler-1340 b,0.138,0.00951,0.66502692,6331.00
Kepler-1495 b,0.262,0.02820,85.27325600,5831.00
Kepler-1403 b,0.191,0.01640,5.19492202,6060.00
Kepler-1449 b,0.150,0.01090,13.22745280,5979.00
Kepler-1439 b,0.130,0.00859,8.07392849,3578.00
Kepler-1602 b,0.120,0.00742,11.17931605,6296.00
GJ 163 d,0.528,0.09250,603.95116000,3500.00
omi UMa b,1.160,4.10000,1630.00000000,5242.00
Gl 378 b,0.327,0.04097,3.82200000,3879.00
BD+48 740 b,1.200,1.70000,733.00000000,4534.00
Kepler-1109 b,0.195,0.01710,37.64673840,5893.00
Kepler-85 c,0.194,0.06600,12.51300000,5499.00
Kepler-1196 b,0.199,0.01760,66.18490310,5756.00
Kepler-203 d,0.128,0.10700,11.32972000,5821.00
Kepler-1146 b,0.110,0.00642,2.35226580,4692.00
Kepler-365 c,0.146,0.01050,17.78412900,6012.00
Kepler-374 b,0.092,0.00340,1.89780600,5977.00
Kepler-403 b,0.112,0.00660,7.03146200,6090.00
Kepler-39 b,1.240,20.10000,21.08721000,6350.00
Kepler-28 b,0.321,1.51000,5.91230000,4590.00
Kepler-296 d,0.186,0.01580,19.85029100,3740.00
Kepler-1580 b,0.188,0.01600,56.64492790,6228.00
Kepler-1595 b,0.110,0.00642,4.56380468,5203.00
Kepler-211 b,0.112,0.00669,4.13857500,5123.00
Kepler-299 b,0.118,0.00724,2.92712800,5617.00
Kepler-228 b,0.136,0.00930,2.56654600,6043.00
CHXR 73 b,1.100,12.56900,,3099.00
EPIC 212424622 b,0.194,0.01680,18.09830000,5782.33
HD 155193 b,1.250,0.75000,352.65000000,6239.00
HD 164922 b,1.190,0.36497,1207.00000000,5390.00
Kepler-1467 b,0.294,0.03430,47.05690430,5332.00
Kepler-198 b,0.252,0.02630,17.79003700,5574.00
Kepler-608 b,0.325,0.04050,6.41251504,5820.00
Kepler-133 b,0.157,0.01180,8.12997600,5736.00
HD 177565 b,0.357,0.04751,44.50500000,5627.00
Kepler-310 d,0.220,0.02202,92.87612500,5797.00
Kepler-377 b,0.124,0.00790,12.50952900,5949.00
Kepler-308 c,0.193,0.01670,15.38231000,5895.00
Kepler-322 c,0.149,0.01080,4.33723400,5388.00
Kepler-33 e,0.359,0.01753,31.78440000,5904.00
HATS-37 A b,0.606,0.09900,4.33153660,5326.00
HD 107148 c,0.420,0.06260,18.32670000,5752.92
HD 137496 c,1.130,7.66000,479.90000000,5799.00
Kepler-247 c,0.365,0.04940,9.43945200,5100.00
Kepler-326 b,0.136,0.14000,2.24832900,5105.00
Kepler-229 c,0.439,0.06760,16.06863800,5120.00
Kepler-237 b,0.126,0.00809,4.71510600,4861.00
Kepler-234 c,0.313,0.03810,7.21205000,6224.00
HD 47366 b,1.190,2.30000,359.15000000,4914.00
HD 5891 b,1.130,7.63000,177.11000000,4673.00
HD 109749 b,0.993,0.27000,5.23989100,5824.00
HD 88133 b,1.230,1.02000,3.41488400,5392.00
K2-90 b,0.232,0.02290,13.73331400,4484.00
K2-233 b,0.120,0.03543,2.46750000,5033.00
Kepler-1059 b,0.154,0.01150,3.76419105,4906.00
Kepler-270 c,0.158,0.01190,25.26288700,6067.00
Kepler-244 b,0.246,0.02530,4.31179200,5554.00
Kepler-307 b,0.217,0.02341,10.42080000,5367.00
Kepler-259 b,0.250,0.02590,8.11531700,5938.00
Kepler-260 b,0.179,0.01480,8.18739900,5250.00
HD 159868 c,1.250,0.76800,351.00000000,5534.00
HD 197037 b,1.240,0.79000,1035.70000000,6150.00
HD 211970 b,0.327,0.04090,25.20100000,4127.00
HD 285507 b,1.230,0.98000,6.08810000,4503.00
KMT-2016-BLG-1397L b,1.130,7.00000,,
Kepler-114 b,0.112,0.02100,5.18854900,4605.00
Kepler-1574 b,0.115,0.00696,6.94243340,5892.00
Kepler-475 b,0.222,0.02130,3.10550819,5009.00
Kepler-474 b,0.273,0.03020,5.66067294,5785.00
Kepler-1319 b,0.120,0.00742,2.88676265,3655.00
Kepler-1299 b,0.266,0.02880,19.94008740,5609.00
OGLE-2013-BLG-1721L b,1.260,0.64000,,
GJ 1061 d,0.103,0.00516,13.03100000,2953.00
HD 43197 b,1.260,0.55300,308.92072000,5508.00
HD 72892 b,1.140,5.46800,39.44603000,5688.00
HD 74156 b,1.200,1.67500,51.63564000,6068.00
Kepler-391 c,0.316,0.03860,20.48543500,4940.00
Kepler-749 b,0.277,0.03080,17.31716585,5009.00
Kepler-709 b,0.261,0.02790,16.08524954,5071.00
Kepler-669 b,0.431,0.06550,4.12554687,6038.00
Kepler-164 c,0.244,0.02490,10.94572300,5888.00
Kepler-975 c,0.504,0.25200,5.05821338,4883.00
Kepler-56 b,0.581,0.07000,10.50160000,4840.00
K2-195 b,0.279,0.03130,15.85297500,5713.00
Kepler-140 c,0.161,0.01230,91.35328200,6077.00
Kepler-1423 b,0.095,0.00377,23.95537800,4939.00
Kepler-1188 b,0.186,0.01570,17.13695430,5913.00
Kepler-1324 b,0.135,0.00909,4.11584468,4776.00
Kepler-1362 b,0.232,0.02290,136.20562600,4857.00
Kepler-1369 b,0.240,0.02420,25.87314800,5761.00
Kepler-1378 b,0.196,0.01720,11.95398936,4407.00
Kepler-1486 b,0.207,0.01890,54.64957590,5965.00
HD 192310 c,0.469,0.07600,525.80000000,5166.00
HD 72490 b,1.200,1.76800,858.00000000,4934.00
HD 60532 c,1.180,2.51000,600.10000000,6245.00
18 Del b,1.110,10.30000,993.30000000,4979.00
Kepler-986 b,0.211,0.01940,56.43499380,5642.00
MOA-bin-1L b,1.160,3.70000,,
gam Lib c,1.150,4.58000,964.60000000,4822.00
HD 39091 b,1.100,12.32500,2088.75851000,5950.00
pi Men d,0.332,0.04210,124.64000000,5998.00
alf Ari b,1.200,1.80000,380.80000000,4553.00
Kepler-995 b,0.241,0.02440,28.26731672,5206.00
Kepler-340 c,0.301,0.03550,22.82466900,6620.00
Kepler-575 b,0.213,0.01980,9.37891944,5710.00
Kepler-320 b,0.102,0.00489,8.37155400,6435.00
Kepler-406 c,0.076,0.00900,4.62332000,5538.00
HD 171028 b,1.180,2.62000,550.00000000,5671.00
GJ 3942 b,0.229,0.02246,6.90500000,3867.00
KIC 10001893 d,,,0.81161000,27500.00
OGLE-2013-BLG-0102L b,1.100,13.00000,,
ups And d,1.110,10.25000,1276.46000000,6156.77
Kepler-376 b,0.095,0.00390,4.92019900,5900.00
Kepler-369 b,0.101,0.00474,2.73275600,3591.00
Kepler-391 b,0.285,0.03250,7.41675500,4940.00
CoRoT-22 b,0.435,0.03800,9.75598000,5939.00
K2-139 b,0.813,0.38700,28.38061900,5370.00
Kepler-1561 b,0.097,0.00416,1.00520701,5957.00
K2-268 c,0.240,0.02420,9.32752700,5106.00
1RXS J160929.1-210524 b,1.664,8.00000,,4060.00
Kepler-227 b,0.277,0.03100,9.48801500,5854.00
Kepler-520 b,0.148,0.01070,19.67416124,6112.00
MOA-2010-BLG-477L b,1.210,1.50000,,5950.00
HD 216520 b,0.284,0.03228,35.45000000,5103.00
HD 158996 b,1.100,14.00000,820.20000000,4069.00
Kepler-577 b,0.227,0.02210,25.69578251,4984.00
K2-4 b,0.187,0.01590,10.00341700,4014.73
Kepler-48 e,1.190,2.06700,982.00000000,5194.00
HD 116029 c,1.220,1.27000,907.00000000,4951.00
GJ 3323 b,0.109,0.00636,5.36360000,3159.00
Kepler-1688 b,0.113,0.00670,5.62012000,4632.11
Kepler-1689 b,0.084,0.00251,8.48300000,5731.43
Kepler-1697 b,0.112,0.00668,33.49690000,4681.53
Kepler-1785 b,0.241,0.02450,19.58550072,5618.00
Kepler-1786 b,0.282,0.03190,78.54609680,5808.00
Kepler-1784 b,0.250,0.02590,13.59049988,5442.00
Kepler-92 c,0.232,0.01900,26.72300000,5883.00
Kepler-1751 b,0.163,0.01250,7.01731014,6052.00
Kepler-1752 b,0.405,0.05900,56.35850143,5446.00
OGLE-2008-BLG-355L b,1.150,4.60000,,
Kepler-119 c,0.082,0.00227,4.12510300,5595.00
MOA-2013-BLG-220L b,1.180,2.74000,,
Kepler-1030 b,0.221,0.02110,19.32952416,4983.00
USco1556 b,1.090,15.00000,,3410.00
K2-280 b,0.669,0.11673,19.89526000,5500.00
BD+55 362 b,1.250,0.72000,265.59000000,5012.00
HD 18742 b,1.170,3.40000,766.00000000,4940.00
HD 33564 b,1.120,9.10000,388.00000000,6250.00
HD 190360 b,1.200,1.80000,2854.00000000,5552.00
HD 34445 f,0.613,0.11900,676.80000000,5836.00
K2-138 f,0.259,0.00513,12.75758000,5356.30
K2-138 g,0.269,0.01359,41.96797000,5356.30
K2-146 c,0.195,0.02358,4.00498000,3385.00
HD 1461 b,0.216,0.02026,5.77152000,5765.00
K2-374 c,0.197,0.01740,16.43445000,5789.00
K2-391 b,0.122,0.00772,4.62265400,5543.00
Kepler-1085 b,0.644,0.13000,219.32175280,6000.00
Kepler-1085 c,0.292,0.03370,56.77710000,5816.00
Kepler-132 c,0.114,0.00687,6.41491400,6003.00
Kepler-537 b,0.126,0.00809,3.24755522,5763.00
Kepler-313 c,0.229,0.02240,32.27327300,5727.00
K2-274 b,0.186,0.01570,14.13303140,5044.00
K2-90 c,0.116,0.00705,2.90070600,4421.98
K2-97 b,0.947,0.48000,8.40672600,4717.00
K2-188 c,0.252,0.02640,7.81025300,5977.00
CoRoT-4 b,1.190,0.72000,9.20205000,6190.00
Kepler-1189 b,0.158,0.01190,3.78858982,6012.00
HD 202696 c,,1.86400,946.60000000,5040.00
Kepler-1045 b,0.240,0.02420,26.41045478,5301.00
Kepler-1735 b,0.107,0.00578,7.71792984,3975.00
Kepler-244 c,0.183,0.01530,9.76729200,5554.00
HD 20003 c,0.347,0.04540,33.92390000,5494.00
HD 167042 b,1.200,1.70000,420.77000000,5010.00
Kepler-1673 b,0.262,0.02810,33.78880000,6014.95
Kepler-1664 b,0.271,0.02970,14.38680000,5735.81
Kepler-1691 b,0.164,0.01270,3.84820000,6000.00
Kepler-1717 b,0.267,0.02900,30.65279961,6200.00
Kepler-1732 b,0.366,0.04960,32.31240082,5821.00
Kepler-1339 b,0.063,0.00090,1.34155513,5586.00
Kepler-668 b,0.241,0.02440,8.35390639,5352.00
K2-273 b,0.272,0.03000,11.71956630,5161.00
Kepler-735 b,0.263,0.02830,11.51516988,5107.00
K2-253 b,1.130,,4.00167000,6027.00
K2-284 b,0.248,0.02560,4.79506900,4140.00
K2-285 b,0.231,0.03046,3.47174500,4975.00
Kepler-114 d,0.226,0.01200,11.77600000,4660.00
Kepler-1234 b,0.251,0.02610,11.94014029,4967.00
Kepler-1153 b,0.154,0.01150,1.75583533,5470.00
Kepler-220 c,0.140,0.00972,9.03419900,4632.00
Kepler-240 c,0.196,0.32200,7.95352800,4985.00
HD 126525 b,0.919,0.23700,960.41000000,5638.00
HD 6718 b,1.200,1.68000,2496.00000000,5801.00
OGLE-TR-132 b,1.200,1.18000,1.68986800,6210.00
Kepler-1377 b,0.112,0.00660,0.74092842,5218.00
Kepler-1171 b,0.228,0.02230,1.44259224,7044.00
Kepler-1207 b,0.145,0.01020,13.68237119,5909.00
Kepler-1283 b,0.170,0.01360,12.94609780,6175.00
Kepler-197 e,0.081,0.00218,25.20971500,6004.00
K2-120 b,0.179,0.01480,9.56274200,4349.90
K2-116 b,0.062,0.00081,4.65541100,4348.35
K2-24 c,0.669,0.04845,42.33910000,5625.00
HIP 57274 b,0.214,0.02000,8.13520000,4510.00
K2-123 b,0.246,0.02530,30.95152400,4035.00
Kepler-154 c,0.263,0.02830,62.30327600,5690.00
Kepler-389 b,0.135,0.00909,3.24410700,5376.00
Kepler-626 b,0.204,0.01840,14.48585199,5813.00
Kepler-545 b,0.240,0.02420,13.24934059,5882.00
MOA-2009-BLG-266L b,0.286,0.03270,2800.00000000,
Kepler-1903 b,0.204,0.01840,17.06789970,6347.00
Kepler-1945 b,0.115,0.00695,6.08003998,4991.00
Kepler-176 e,0.129,0.00849,51.16579000,5295.00
OGLE-2018-BLG-1011L b,1.200,1.80000,,
Kepler-1942 b,0.189,0.01610,4.62604999,5834.00
HD 221416 b,0.836,0.19000,14.27670000,5080.00
Kepler-294 c,0.242,0.02450,6.62640000,5913.00
Kepler-228 d,0.360,0.04830,11.09428600,6043.00
Kepler-23 b,0.170,0.80000,7.10730000,5760.00
Kepler-251 c,0.247,0.02550,16.51404300,5526.00
Kepler-1623 b,0.117,0.00714,4.36128348,5772.00
Kepler-181 b,0.113,0.00678,3.13787300,5333.00
Kepler-336 c,0.187,0.01590,9.60000100,5867.00
HIP 54373 c,0.318,0.03914,15.14400000,4021.00
K2-161 b,0.546,0.09780,9.28318800,4972.00
Kepler-1809 b,0.135,0.00912,3.75729990,4901.00
Kepler-595 b,0.331,0.05475,25.30290920,5138.50
Kepler-598 c,0.270,0.02960,86.49450000,5245.00
Kepler-607 b,0.078,0.00186,0.63816320,5196.00
Kepler-616 b,0.217,0.02040,9.99761851,5753.00
Kepler-616 c,0.304,0.03630,90.41135560,5753.00
